,sentence1,sentence2,label
2556,"Hollywood -films word gewoonlik as hoofstroom beskou, en blockbusters is ook hoofstroomfilms.",Hollywood -films word meestal hier vertoon saam met 'n paar geselekteerde Bollywood -films.,0.5
2557,"Die romanse in hierdie roman is basies 'n liefdesdriehoek tussen Dez, Jace en Reese.","Moet my nie verkeerd doen nie, ek was lief vir Jace, maar ek het gedink Reese was 'n baie beter wedstryd vir Dez.",0.5
2558,Volwassenes Tritherapy verwys na die SMPC vir Boceprevir.,Raadpleeg die Dabrafenib SMPC vir verdere inligting.,0.5
2559,ja en so ook borrels lol,Borrels wat gebruik word om langsaan te woon.,0.5
2560,Dink sterker aan hoe om te bepaal wat u wil doen.,"Wat u moet doen, is om u gedagtes weer op die regte pad te stel.",0.5
2561,'N Beaard wat langharige man op 'n straat loop met 'n vullissak.,'N Bejaarde man met 'n lang grys baard speel sy fluit terwyl hy op die grond sit.,0.5
2562,'N Persoon in 'n groen baadjie praat op 'n selfoon in 'n treinstasie.,'N Man wat op sy selfoon praat met wit skoene.,0.5
2563,@RealdonaldTrump laat die haters weghardloop. U kan nou sien wie u ware ondersteuners is.,@GoAngelo Dit is duidelik dat Macy's en NBC en ESPN en ... Chokers is. #TrumpisassClown,0.5
2564,Die twee dogtertjies spring op die bed.,'N Klein dogtertjie spring teen 'n sanderige heuwel af.,0.5
2565,"@Chrischristie kon nie sy pad uit 'n papiersak hardloop nie, laat staan ​​nog #HillaryClinton. Gaan huis toe Chris U r dronk. #Chrischristie",Republikeinse kandidate wat voortgaan om haat te versprei en die kiesers te vervreem. Hillary wen! #LoveWins #MikeHuckabee #Rubio2016,0.5
2566,Een van die mees openbare uitstallings van hul gespanne verhouding het tydens die Salem Witch -proewe verskyn.,Hy is veral bekend vir sy verbinding met die Salem -hekse -proewe.,0.5
2567,'n groep jong kinders wat op 'n plastiekboot in 'n huis speel,2 klein kinders is in die boot wat in die water sweef.,0.5
2568,Anna het niks belowe wat sy tot dusver nie afgelewer het nie.,Tot dusver het Anna niks belowe om te misluk nie.,0.5
2569,@realDonaldTrump @whoopigoldberg @univision #voteforhillary @hillaryclinton is nie rassisties nie. 'N leier wat #equalityForall eis,Hilly & Barry se Bloody Benghazi Bamboozle #hillaryicecreamflavors #tcot #wakeupAmerica,0.5
2570,"Lokomotiewe herstelwerk is in 1952 voltooi, en die werke is in 1959 gesluit.",Dit was die laaste eenhede wat by York Works gebou is voordat dit gesluit het.,0.5
2571,Twee sterre vir die briljante konsep.,Die hele reeks is na my mening net briljant!,0.5
2572,'N Klimmer skaal 'n steil rotsvlak.,'N Rotsklimmer hou stil om oor die see uit te kyk.,0.5
2573,Dit het nie baie mooi gevloei nie en ek was 'n bietjie verward toe Alice haarself skielik in Neverland bevind.,"Dit was magies en vol verwondering, net soos in die oorspronklike Alice in Wonderland.",0.5
2574,'N Jong seun stap in die rigting van 'n seemeeu op die kuslyn van 'n strand.,'N Hemplose ou met blou kortbroek en 'n branderplank wat na die strandwater stap.,0.5
2575,@realDonaldTrump jy is die man vir die werk #MakeAmericAgreatAgain,"Trump, die beste ding wat met die Republikeinse Party gebeur het, of moet ek die Demokratiese Party sê. #keeptalking",0.5
2576,"Die roman word vertel in die POV's van Pollux, Kate en Henry.",Hierdie verhaal begin vir ons 'n geskiedenis van Castor en Pollux wat op die vlug is van die Zeus.,0.5
2577,"Dit is oorspronklik Amarok genoem, en dit is in Junie 2006 na Amarok hernoem.",Amarok se eerste stabiele weergawe is in 2003 vrygestel.,0.5
2578,'N Klein blonde meisie spat in 'n modderplas.,'N Klein dogtertjie word deur water gespat.,0.5
2579,"3,5 sterre vernietig my was vier sterre, terwyl Fracture Me drie was.","Net 'n voorsprong, as u my al gelees het, vernietig my en breek my, is dit geen sin om my te verenig nie.",0.5
2580,Hy is die jonger broer van Danny Moir en Charlie Moir.,Ander familielede van Moir's is beoordelaars en afrigters.,0.5
2581,'N Aantal mikroskopiese alge kom ook voor as simbiote in ligene.,"Hulle voed hoofsaaklik op alge, maar ook korstene, mosse of vervalle organiese materiale.",0.5
2582,Daar is 'n onmiskenbare omgekeerde korrelasie tussen vroue se reg om te kies en misdaadsyfers #womensrights,@Sentedcruz wonderlike werk op @Todayshow. #SCOTUS moes 41 jaar gelede uitgeskakel gewees het toe hulle die moord op kinders gevra het.,0.5
2583,Binne elke skag het soveel as tien duisend liggaamlikes tussen die kronkelende paadjies deur die Wald gewoon.,Meer as tienduisend fisiese mense het in elke as tussen die vloei van Leys gewoon.,0.5
2584,Kat sy sing soos 'n hoek,Boy George sing hierdie liedjie.,0.5
2585,Resultate van die Amerikaanse Amerikaanse koeldrankmaker PepsiCo Inc. (NYSE: PEP - Nuus - mense) sou waarskynlik in die kollig wees.,Wall Street het ook gewag vir die aluminiumvervaardiger Alcoa Inc. (NYSE: PEP - Nuus - mense) om na die einde te verdien.,0.5
2586,Jim Richards Mark Skaife Nissan Skyline BNR32 GT-R 161 LAPS 6H 19M 14.80 S,Peter Brock Jim Richards Holden VC Commodore 163 Laps 6H 47M 52.7 S,0.5
2587,Daar is teenstrydige definisies van hoe sterk.,Daar is ook ander definisies.,0.5
2588,Voor die aankondiging van die New District was Hunza-Nagar deel van die distrik Gilgit.,Die Hunza-Nagar-distrik is die sewende distrik Gilgit-Baltistan van Pakistan.,0.5
2589,U moet haar verlaat!,Grap met haar en vertrek dan.,0.5
2590,"Die westelike helfte van die reeks lê in Ventura County, en die oostelike helfte van die reeks lê in Los Angeles County.",Die bergreeks vorm 'n hindernis tussen die groter Los Angeles -omgewing en die Mojave -woestyn.,0.5
2591,Die swartbedekte Chickadee het 'n swart pet en 'n slab met wit sye aan die gesig.,Die agterkant van die liggaam van die swartbedekte Chickadee is grys.,0.5
2592,"Net 'n herinnering, moenie jou oë van #scotus afneem nie, maar #reprohealth is nog steeds op die regte pad. #womensRights #Repropjustice #Reprorights","Aborsie is aan die verkeerde kant van die geskiedenis: genesers, uitvinders, kunstenaars, jou vrou, jou man, jou beste vriend, alles uitgeskakel.",0.5
2593,Die hond jaag die ganse.,Die een hond jaag die ander een.,0.5
2594,Het u enige begrip van waaroor u praat?,Ek weet watter een jy ook praat. Dangabit.,0.5
2595,Maak jou oë toe en vra jouself af hoe om te genees.,Sê vir hom om sy oë toe te maak en jou te beskryf!,0.5
2596,Giampaolo Menichelli is 'n afgetrede Italiaanse sokkerspeler.,Ademir Santos is 'n afgetrede Brasiliaanse-Japannese sokkerspeler.,0.5
2597,"Chrome het vinnig ongeveer 1 % markaandeel verkry, ondanks die feit dat Mac OS X en Linux -weergawes steeds ontwikkel is.",Mac OS X- en Linux -weergawes word ontwikkel en gaan na die Windows -weergawe vrygestel word.,0.5
2598,"Die heldin, Harmony Lancaster, is baie 'n studie in kontraste.","Harmony Lancaster, 'n leeuras -wyfie, is die halfsuster van Jonas Wyatt en was ook 'n sluipmoordenaar met die naam Death.",0.5
2599,Maak die broodkrummel te klein en hy sal dit dalk mis.,Hy kan te veel mis.,0.5
2600,"Die herberg en u gasheer, Dina DeMille, sal u ten alle koste verdedig.","Gelukkig vir Dina is haar weerwolf, Sean, nie bereid om Arland Dina te laat fassineer sonder sy teenwoordigheid nie.",0.5
2601,@Lifenewshq 22wks is te laat om na my mening 'n beëindiging te kan hê; hierdie drieling is babas nie 'n klomp selle nie.,"As dit oud word, moet u miskien ophou om embrio's en fetusse babas te noem.",0.5
2602,Drie vroue in helder kleure en kopdoeke hou liefdesboodskapkaarte.,"Drie vroue wat swart baadjies en grys hemde dra, praat buite 'n gebou.",0.5
2603,Rod Stewart is 'n sanger wat daardie liedjies goed sing.,Hy is 'n aantreklike Arabiese sanger. Hy sing in Engels.,0.5
2604,"Sy eerste versameling kortverhale, Lose, is in 2007 gepubliseer.","Nadat sy verskeie skrywerskonvensies bygewoon het, het sy kortverhale begin skryf.",0.5
2605,'N Meisie in 'n groen sweatshirt kyk na 'n winkel vol Pokemon -items.,Daar is 'n klein seuntjie wat met Pokemon -kaarte speel.,0.5
2606,@jhewitt1280 @SpeakerBoHner @HouseBenghazi @TgowDysc Wat haar e -posse? Hulle het die res baie vervelig vrygestel.,Soort my bang dat daar nog duisende e -posse is wat nie uit Hillary se privaat e -posse vrygestel is nie.,0.5
2607,"Ag my God, Alyssa, is jy freak ernstig?!","Ons sien dat Alyssa begin val vir haar maker, Lysander.",0.5
2608,"Hierdie manga het stadig begin, maar ek het hoofstuk 3 baie geniet.","* 4.5* Dit was regtig wonderlik, dit is my gunsteling soorte erwe vir manga en anime.",0.5
2609,Hulle het hom nie gehelp nie en ek voel regtig sleg daaroor.,Toe laat hom hang en ek voel regtig sleg.,0.5
2610,As die moordwapen het hy Uzi se selfvuurwapen bedien.,Ons het 'n moordwapen gekry met u afdrukke daarop.,0.5
2611,Drie vroue en 'n man om 'n tafel asof hulle 'n vergadering hou.,Twee vroue sit aan 'n tafel met drie skootrekenaars.,0.5
2612,Almal wil met prettige en interessante mense kuier.,Almal wil voel dat hulle gesoek is.,0.5
2613,Die Power Rangers SDP -reeks is die gunsteling van my twee seuns.,"Probeer Google, soek na Power Rangers -temalied.",0.5
2614,"En dit het my 'n rukkie geneem om kontak te maak met Lucy, wat die geheime susterskap van hartsnare as 'n baie klapperige, behoeftige jong vrou is.",Tweedens het ek gelees dat dit gaan oor 'n geheime samelewing van hartsnare wat magie kan doen.,0.5
2615,Verduidelik asseblief ... bedoel u dat hulle vrouens verneuk?,Dit is dieselfde redenasie agter die rede waarom sommige mans hul vrouens verneuk.,0.5
2616,Maak u hart oop vir Kaleb en Sahara.,Maar Kaleb red haar en dit is waar die boek begin.,0.5
2617,"Hierdie nuwe taktieke van ons, hoof, is 'n fout.","Baas, dit is ons nuwe taktiek.",0.5
2618,'N Klein swart hond wat met 'n bal in die gras speel.,Twee kinders speel met 'n sokkerbal op gras.,0.5
2619,Die Donald & Carley - perfek saam! - #Trump,Na elke @RealDonaldTrump -onderhoud kyk ek hoe ek meer opgepomp word vir November 2016 wanneer hierdie land weer wonderlik kan word.,0.5
2620,"Die karakters is eendimensioneel, maar dit is gelyk aan die kursus met Orson Scott Card-romans.","Soos met alle Orson Scott-kaartboeke, was dit ongelooflik goed geskryf, intelligent en interessant.",0.5
2621,'N Man sing in 'n mikrofoon terwyl hy 'n kitaar speel.,Blonde wyfie sing in 'n mikrofoon terwyl haar dansers agter haar optree.,0.5
2622,"Daar is vyf verhale, almal interessant en bied agtergrond oor die HP -heelal.","Ek het dit geniet om Dumbledore se kommentaar na elke verhaal te lees, wat 'n groter perspektief op die relevansie daarvan in die towenaarswêreld bied.",0.5
2623,Wiesbaden het egter baie minder gely as Frankfurt aan lugbomaanval.,Wiesbaden is 'n Duitse stad naby Frankfurt AM Main.,0.5
2624,"@HuffPostPol as @hillaryclinton die helfte van wat hy gedoen het, kan doen, is sy 'n guns",Kan nie wag om my #YAAAASHILLARY -hemp te kry nie! @Hillaryclinton,0.5
2625,"@ConspiracyImage @thislsamazing eintlik niemand het gesê dat hulle dit nie as die lewe beskou nie, en 'n aborsie is tussen 'n vrou en haar dokter","@TyTimes Danksy anti-besoedelers, kan vroue wat hiermee handel, ook vervolg.",0.5
2626,"Aarde is die derde planeet van die son, en die vyfde grootste van die agt planete in die sonnestelsel.",Kwik is een van vier aardplanete in die sonnestelsel en is 'n rotsagtige liggaam soos die aarde.,0.5
2627,Ek het die film al baie keer gesien.,Ek het dit ongeveer twee keer gesien.,0.5
2628,Ek wil hê dat Amerika weer moet wonderlik,#Hillaryinnh is soos Adolph Hitler in 'n sinagoge. #tcot #UniteBlue #CTOT,0.5
2629,RT @dave_gosh: im prolife en aborsie het en sal altyd 'n lewe neem! #Chooselife #Christians #Prolife ...,Daar is 'n onmiskenbare omgekeerde korrelasie tussen vroue se reg om te kies en misdaadsyfers #womensrights,0.5
2630,"Die lees van die eerste verhaal in die versameling, 'Beste nuwe gruwel', is wanneer ek dink dat ek eers besef wat Hill kan doen.","In werklikheid spook 'beste nuwe gruwel' my soms, veral as ek deur onbekende paaie in die diep agterwoud ry.",0.5
2631,U moet probeer om 'n verhouding met haar te vorm.,Nie net moet jy haar probeer uitgaan nie !!!,0.5
2632,"S-Servis BKE, S.R.O. Vybaveni Strelnic op die EDB -kaart",Advokatni Kancelar Judr. Miluse Calabkova op die EDB -kaart,0.5
2633,Kan nie die lêer verwyder wat vervang moet word nie.,Kan nie die name -lêer '%s' name insluit nie.,0.5
2634,Die Pentagon was vertroud met die situasie.,Die Pentagon ontken die bestaan ​​van die skip.,0.5
2635,Het u sy pa gehuur of geleen?,Is dit 'n huur of het u pa dit vir u gekoop?,0.5
2636,Twee mans in veiligheidsnare klim op die konstruksie van metaalstawe.,'N Man rus bo -op betonstruktuur in 'n stampvol omgewing.,0.5
2637,Ek sal instem tot gay huwelike as u instem tot pro-lewe en dan babas aanneem wat gestaak sou word.,"Dieselfde mense wat eis dat Gov buite hul vaginas bly, eis dat Gov sy slaapkamers met dieselfde geslag legitimeer! Nuuskierig. #Lovewins",0.5
2638,"Ek het egter baie van Hades gehou en soos ek gesê het, was die uitgangspunt fantasties!","Maar almal dieselfde, Hades en Pershone se liefde is pragtig.",0.5
2639,Vind uit wat gebeur in hierdie sexy en geestige nuwe reekse van Christine Warren.,~ 2.5 Heart of Stone Stars ~ Heart of Stone is boek een in die Gargoyles -reeks deur Christine Warren.,0.5
2640,"Mineiro herlei hier; Vir die Brasiliaanse sokkerspeler met die bynaam Mineiro, sien Mineiro.",Ivan Mariz was 'n Brasiliaanse sokkerspeler in die rol van die middelveldspeler.,0.5
2641,Michael ... is wat dit 'n wonderlike reeks maak !!,Kan Dr. Stone die moordenaar op hierdie gebied opspoor terwyl hy Michael teen 'n ander beskerm sonder om haar gedagtes te verloor?,0.5
2642,Siek? Wat 'n buitengewone ding om te sê oor 'n eerwaarde moeder.,"'N Eerwaarde moeder, en siek, wat 'n ongewone idee.",0.5
2643,'N Jong kind hardloop by voëls voor 'n dam.,'N Glimlagende kind met 'n oranje rugsak hou 'n voëlhuis vas.,0.5
2644,'N Man in 'n geel baadjie ski in die sneeu.,'N Man in geel baadjie ry op 'n fiets.,0.5
2645,Dit het die aandag van die Olimpiese bronsmedaljewenner Cranston getrek.,Sawyer word dikwels vergelyk met die Kanadese Olimpiese bronsmedaljewenner Cranston.,0.5
2646,"Opmerking: ek dink nie ek sal die tweede boek optel nie, tensy ek nie meer dinge het om te lees nie.",Ek gaan nooit hierdie boek voltooi nie.,0.5
2647,"Intussen skyn Mik, wat 'n klein karakter in die hoofboog is, as die Winsome -suiter.","Die intrige van hierdie novelle is redelik eenvoudig: Zuzana skep 'n skattejag vir MIK, en sy is die prys.",0.5
2648,JK Rowling het dit geskryf en dit is 'n Harry Potter -metgesel.,Dit is beslis die moeite werd om te lees vir Harry Potter -aanhangers.,0.5
2649,"Rochdale het twee professionele sportspanne, Rochdale AFC en Rochdale Hornets.",Rochdale is 'n stad in die noordweste van Engeland.,0.5
2650,'N man en twee vroue in 'n openbare mark.,'N groep mense op 'n buitemark,0.5
2651,'N Jong seun gebruik 'n watergeweer as 'n jong meisie kyk,'N Klein seuntjie spuit 'n geelwaterpistool in die swembad.,0.5
2652,Ek het die meermin -oorde geniet en die spanning tussen Madly en Jackson was lekker.,"Samevatting Ons ontmoet Madly, haar verloofde Aiden, vriend Jersey, en Sentinel/Love Belanged Jackson.",0.5
2653,"Toe Julia Evan ontmoet, die top van die gewildheidsvoedselketting, het ek verwag dat dinge vir haar beter sou word.","As daar 'n oomblik van onsekerheid en geen Evan in sig is nie, moet Julia haar nuwe lewe begin.",0.5
2654,Die man praat op sy selfoon voor 'n sportwinkel.,'N Man wat op sy selfoon praat met wit skoene.,0.5
2655,"Argeneau en Rogue Hunter -romans, van my gunsteling tot die minste gunsteling: 1.","Ek is nooit moeg om Argeneau -reeks te lees nie, want elke boek is so goed geskryf, so vars en briljant.",0.5
2656,@HillaryClinton hou van die nuwe kleurryke profielfoto! #loveit,@Hillaryclinton Ja! Ek kap 5 $ omdat ons in u vertrou.,0.5
2657,'N Groep glimlaggende jong vroue wat saam poseer.,Twee ouer Asiatiese vroue glimlag en eet saam.,0.5
2658,'N Geel hond loop op 'n grondpaadjie af.,'N Moeder en seun stap langs 'n grondpaadjie.,0.5
2659,"Dit is die eerste somersdag, en die weer het verander.",Die fyn weer het daardie somer nooit gekom nie.,0.5
2660,"@RealdonaldTrump U het 'n regte kans op POTUS Mr. T, die debatte sal die ware lakmustoets wees.",Respekteer regtig @realDonaldTrump vir die prysgee van #TheApPrentice om plek te maak vir sy #Campaign #AmericaneEdSthis #GodBlessEdAmerica,0.5
2661,"Dit hou by die Disney -film totdat Aladdin in die grot van Wonders kom, en dan begin die draai.","Hy was opgewonde daarvoor, en toe was ek, omdat dit 'n hervertelling van Aladdin was.",0.5
2662,Gaan na die DIS -webwerf vanaf eBay.,Kyk op eBay onder CD -monsternemers.,0.5
2663,"Donald Trump het 'n ernstige behoefte aan 'n krisiskommunikator. PR -mense, gee hom asseblief u twee sent. #Sorrynotsorry","@RealdonaldTrump het pas geregistreer om vandag te stem, sodat ek kan bydra tot #MakeAmericAgreatAgain #Honesty",0.5
2664,Hercules neem die fakkel na die huis van Chiron en vra hom om in 'n strooi -sirkel te stap.,"Later arriveer Hercules by Chiron se huis, hy gee hom die water en hy drink dit.",0.5
2665,"Kirby: Canvas Curse strek oor agt wêrelde, met almal behalwe een met drie vlakke.","Terwyl Kirby -speletjies Kirby vyande eet om hul kragte te kry, doen Canvas Curse dit nie.",0.5
